14.326648, 14.129996, 13.988810, 13.850416
14.095852, 13.938670, 13.763271, 13.661202
13.905442, 13.747054, 13.623979, 13.466718
14.444902, 14.210313, 14.084507, 13.949780
14.279885, 14.233428, 13.988810, 13.801262
14.221861, 14.011209, 13.866879, 13.730874
13.960910, 13.844937, 13.677218, 13.487476
14.039310, 13.927576, 13.757861, 13.581684
14.303228, 14.067524, 13.966480, 13.806706
14.338387, 14.101531, 13.977636, 13.790386
14.409222, 14.204546, 14.107215, 13.883379
14.175780, 13.983220, 13.888888, 13.677218
14.152851, 13.927576, 13.812155, 13.650546
14.379622, 14.135703, 14.078841, 13.823065
14.044943, 13.839462, 13.720109, 13.576415
14.141415, 13.905442, 13.801262, 13.623979
14.583333, 14.245014, 14.379622, 13.861386
14.187272, 13.910970, 13.949780, 13.597513
14.245014, 13.894403, 14.000000, 13.602798
14.421096, 14.067524, 14.221861, 13.693272
14.344263, 14.005603, 14.124293, 13.618677
14.112904, 13.817608, 13.910970, 13.461538
14.456836, 14.107215, 14.274062, 13.736263
13.844937, 13.623979, 13.576415, 13.363880
14.285714, 13.938670, 14.101531, 13.618677
