16.301817, 16.173752, 16.018307, 15.894641
15.445719, 15.230635, 15.177796, 14.944492
16.509434, 16.401125, 16.226240, 16.129032
16.532829, 16.517225, 16.301817, 16.203705
15.611061, 15.418502, 15.317287, 15.237266
15.723270, 15.459364, 15.459364, 15.118791
16.393442, 16.256386, 16.106766, 15.938069
15.967154, 15.702108, 15.723270, 15.364354
16.347502, 16.248838, 16.151361, 15.894641
16.226240, 16.158819, 15.989037, 15.730337
16.309412, 16.286644, 16.099356, 15.909091
16.493874, 16.517225, 16.271502, 16.158819
16.355141, 16.439644, 15.916326, 15.967154
16.619184, 16.730400, 16.203705, 16.263941
16.810759, 17.031630, 16.478342, 16.462841
16.818836, 16.973810, 16.447369, 16.431925
16.279070, 16.408813, 15.851449, 15.772871
15.695067, 15.618028, 15.290520, 15.263846
16.271502, 16.332245, 15.887426, 15.865820
16.279070, 16.279070, 15.822784, 15.829941
16.069788, 16.062414, 15.645954, 15.695067
16.770483, 16.982046, 16.408813, 16.401125
16.355141, 16.486103, 15.974442, 15.989037
16.332245, 16.332245, 15.930815, 15.880218
16.754427, 16.883743, 16.385769, 16.378101
