11.037528, 11.082964, 10.876321, 11.016683
10.532652, 10.641533, 10.388840, 10.529483
10.463378, 10.570825, 10.342790, 10.422871
10.664229, 10.749386, 10.510510, 10.612493
10.706638, 10.775862, 10.558069, 10.657734
10.937500, 11.009751, 10.779181, 10.872942
10.782501, 10.896638, 10.622155, 10.742787
10.327531, 10.422871, 10.218978, 10.218978
10.917030, 10.951189, 10.775862, 10.812481
10.683761, 10.732904, 10.538995, 10.577213
10.609276, 10.683761, 10.460251, 10.510510
10.513668, 10.586812, 10.404281, 10.425976
11.037528, 11.002830, 10.869565, 11.020151
10.917030, 10.985561, 10.765918, 10.822511
10.755992, 10.825858, 10.641533, 10.657734
10.648007, 10.746086, 10.538995, 10.570825
10.683761, 10.726326, 10.516827, 10.599637
10.577213, 10.631835, 10.438414, 10.460251
10.913627, 10.995915, 10.782501, 10.809141
10.641533, 10.746086, 10.513668, 10.580411
10.772545, 10.802469, 10.641533, 10.638298
10.529483, 10.651247, 10.441527, 10.432191
10.519988, 10.622155, 10.401189, 10.425976
10.896638, 10.927256, 10.736197, 10.762608
11.030571, 11.111111, 10.917030, 10.917030
