15.158078, 14.849384, 14.786650, 14.553015
15.432098, 15.158078, 15.177796, 14.780405
14.944492, 14.625992, 14.786650, 14.198784
15.079707, 14.736843, 14.893618, 14.274062
15.645954, 15.534843, 15.500443, 14.957266
15.466195, 15.151516, 15.344148, 14.774166
15.493582, 15.250545, 15.330706, 14.824226
15.507311, 15.177796, 15.263846, 14.799154
15.144959, 14.861996, 14.995715, 14.438944
15.723270, 15.514185, 15.500443, 15.092712
15.548646, 15.377855, 15.404929, 14.925374
15.197568, 14.944492, 15.066724, 14.498757
15.527951, 15.263846, 15.377855, 14.843087
15.618028, 15.344148, 15.479877, 14.970059
15.521065, 15.230635, 15.337424, 14.880953
15.398151, 15.197568, 15.224010, 14.774166
15.716210, 15.452538, 15.527951, 15.086207
15.625000, 15.411713, 15.445719, 15.047292
15.730337, 15.569396, 15.555556, 15.210777
15.638963, 15.364354, 15.398151, 15.040825
15.851449, 15.666965, 15.590199, 15.411713
15.138409, 14.874628, 14.887282, 14.522821
15.398151, 15.197568, 15.125324, 14.855687
15.330706, 15.105741, 15.118791, 14.799154
15.638963, 15.445719, 15.411713, 15.060241
